Age,Country,Subscription_Type,Watch_Time_Hours,Favorite_Genre,cluster
66,3,2,521.28,2,2
44,2,1,445.57,6,2
30,8,0,785.66,5,1
42,1,1,704.03,0,1
66,1,1,807.01,5,1
54,7,0,82.6,5,0
63,9,1,636.97,3,2
30,6,0,457.53,6,2
31,5,0,154.46,0,0
20,9,1,940.19,1,1
18,8,0,2.0,1,0
17,5,0,802.59,0,1
38,6,0,446.09,3,2
47,9,0,350.65,5,2
49,5,2,32.02,3,0
68,9,2,26.95,1,0
73,2,1,760.95,5,1
66,4,1,202.61,2,0
16,8,0,9.26,3,0
41,1,1,110.09,3,0
55,7,2,636.36,6,2
20,9,0,172.64,1,0
57,0,2,836.11,4,1
25,0,0,15.9,3,0
77,6,0,829.82,0,1
64,2,1,446.07,6,2
77,2,0,941.88,1,1
77,5,1,573.06,5,2
69,8,1,536.61,4,2
13,1,1,92.46,0,0
49,6,2,661.37,0,2
22,1,2,343.03,0,2
78,7,0,43.32,3,0
47,6,2,460.31,6,2
36,8,2,53.27,1,0
71,9,1,185.49,5,0
63,6,0,500.11,1,2
46,5,2,310.66,2,0
39,2,1,713.23,6,1
27,1,0,747.53,5,1
28,9,1,248.6,4,0
69,9,1,632.44,1,2
53,9,0,393.69,0,2
74,2,1,639.21,4,2
28,2,2,382.77,1,2
16,6,2,871.46,4,1
74,9,1,731.97,1,1
62,2,2,167.77,2,0
66,7,0,179.28,2,0
56,4,2,803.79,0,1
56,6,1,237.9,5,0
68,8,2,350.54,0,2
58,0,1,853.19,3,1
13,0,1,126.78,4,0
25,0,1,7.96,1,0
44,5,2,246.98,2,0
48,2,2,954.65,4,1
20,9,0,848.52,2,1
75,3,0,696.58,4,1
69,2,2,429.34,6,2
40,4,2,504.49,6,2
26,5,2,642.66,3,2
50,9,0,767.56,2,1
57,6,1,592.81,1,2
80,1,1,453.28,0,2
14,7,1,735.44,5,1
55,2,1,660.72,4,2
80,6,1,361.67,3,2
76,7,0,386.93,1,2
60,8,1,831.18,5,1
17,7,0,913.27,3,1
69,7,0,278.47,3,0
47,6,2,537.93,2,2
66,2,1,358.92,2,2
78,9,2,313.96,5,0
27,1,1,846.96,2,1
36,0,1,973.78,1,1
42,0,0,868.24,1,1
61,2,1,538.91,1,2
16,6,0,217.78,1,0
13,3,0,237.79,3,0
13,0,2,430.39,3,2
18,4,1,185.83,4,0
26,2,0,642.48,2,2
55,0,1,713.12,0,1
21,8,1,56.17,1,0
45,9,2,942.47,6,1
69,1,1,287.62,5,0
32,2,2,412.42,6,2
40,3,1,825.88,0,1
33,1,0,910.76,2,1
53,5,2,700.77,4,1
20,3,0,999.18,0,1
53,2,0,916.7,1,1
40,8,1,236.0,0,0
27,6,2,963.15,0,1
29,7,1,54.99,4,0
71,9,1,466.05,4,2
41,4,1,840.12,3,1
40,1,2,572.86,5,2
36,0,1,262.64,6,0
22,3,0,858.65,1,1
64,7,2,409.86,4,2
55,7,2,316.79,4,0
40,2,2,113.33,0,0
72,3,1,804.55,3,1
30,1,2,928.42,1,1
43,8,0,401.49,0,2
56,0,1,107.19,3,0
15,4,0,663.48,6,2
80,6,0,565.83,5,2
67,2,2,726.3,5,1
18,7,2,376.96,6,2
14,6,2,69.41,2,0
42,8,1,49.99,2,0
67,9,2,719.71,4,1
71,9,2,472.44,0,2
50,6,1,241.55,2,0
53,8,2,957.76,3,1
25,5,1,592.47,6,2
74,0,0,65.43,3,0
79,3,2,275.39,6,0
78,6,1,513.15,1,2
24,4,1,463.34,3,2
77,7,2,222.69,1,0
58,3,1,172.87,5,0
40,9,1,80.28,2,0
28,5,0,278.68,1,0
75,9,0,853.42,0,1
70,6,0,256.58,0,0
46,2,0,79.8,4,0
22,2,1,500.59,3,2
14,6,2,823.95,1,1
17,2,0,536.04,5,2
77,8,2,968.17,6,1
63,0,0,420.73,2,2
39,2,1,62.83,2,0
69,1,1,837.29,6,1
54,1,2,532.62,2,2
55,2,2,250.66,6,0
62,1,0,97.42,0,0
30,0,1,163.91,3,0
77,0,1,891.51,5,1
62,0,1,257.49,4,0
42,6,0,711.16,2,1
20,3,2,90.71,1,0
54,1,0,991.14,0,1
67,6,1,793.43,2,1
29,2,1,365.04,6,2
28,6,1,818.05,0,1
48,2,2,991.69,6,1
47,5,2,955.75,6,1
40,6,2,667.52,1,1
30,6,0,698.03,5,1
29,7,0,281.39,5,0
26,3,1,259.52,4,0
42,6,1,474.22,3,2
54,8,0,474.06,2,2
65,3,1,685.14,0,1
32,1,2,298.0,0,0
41,1,2,678.79,2,1
20,7,0,949.08,5,1
17,6,0,24.02,1,0
76,2,2,41.43,1,0
33,5,0,305.34,6,0
23,6,1,159.72,2,0
37,2,1,683.96,6,1
55,0,1,426.86,5,2
16,6,0,141.19,0,0
32,0,0,694.19,4,1
43,1,2,770.07,6,1
76,9,2,357.16,0,2
58,7,0,834.53,3,1
40,5,0,201.49,6,0
19,3,0,238.62,5,0
61,6,2,610.97,0,2
61,3,2,377.31,2,2
29,3,0,271.67,2,0
27,9,0,22.95,5,0
72,9,1,111.29,5,0
80,9,2,826.9,4,1
34,0,1,999.18,5,1
71,1,2,858.85,6,1
58,8,1,90.12,6,0
13,2,2,409.59,5,2
16,2,2,863.29,2,1
34,4,2,832.5,3,1
56,3,2,396.2,5,2
53,6,0,675.68,2,1
32,7,2,347.87,2,2
64,6,0,414.35,0,2
47,5,1,50.02,1,0
80,3,1,408.24,4,2
20,8,1,390.84,3,2
61,4,2,315.48,4,0
24,2,1,589.05,6,2
72,1,1,161.21,6,0
28,4,2,108.14,3,0
65,6,0,854.39,5,1
26,4,0,941.66,6,1
60,6,1,376.56,4,2
28,6,2,443.45,6,2
35,2,0,864.01,4,1
45,8,1,666.36,5,1
25,8,2,236.12,6,0
24,5,2,325.31,5,0
28,0,0,374.09,3,2
70,3,2,342.31,4,2
16,6,2,68.62,6,0
32,2,2,174.19,4,0
32,3,1,823.85,0,1
17,8,0,106.07,4,0
55,0,0,591.86,1,2
60,4,1,304.13,0,0
33,7,1,628.28,4,2
67,3,1,297.22,0,0
17,1,1,792.69,3,1
76,7,1,888.67,0,1
23,4,1,624.68,4,2
41,8,1,503.32,3,2
21,1,2,407.19,4,2
79,1,0,53.31,1,0
50,5,1,161.84,6,0
20,7,1,920.95,0,1
47,4,1,504.94,1,2
55,9,0,696.38,1,1
41,3,2,194.45,0,0
30,8,1,571.32,4,2
30,4,0,115.78,3,0
78,9,0,342.26,4,2
59,6,1,585.35,3,2
19,3,1,824.67,6,1
78,2,0,854.61,3,1
35,2,2,488.12,5,2
18,7,1,142.12,6,0
18,1,1,940.55,6,1
44,0,0,739.78,6,1
72,4,0,181.25,1,0
59,6,0,772.94,2,1
51,2,1,199.75,5,0
79,3,0,41.89,3,0
21,5,0,454.26,3,2
73,9,1,354.43,6,2
72,8,1,388.52,0,2
27,2,1,851.25,6,1
55,2,2,751.66,4,1
63,8,0,291.35,6,0
24,7,1,961.56,3,1
57,9,0,126.96,5,0
15,2,0,662.71,0,2
75,6,0,54.38,1,0
59,8,2,582.26,0,2
76,1,2,974.4,6,1
73,0,1,416.67,1,2
61,5,1,182.43,1,0
61,8,1,144.81,4,0
52,7,1,216.26,3,0
78,0,1,935.82,4,1
54,3,0,217.9,4,0
51,9,2,287.51,4,0
61,2,0,630.5,6,2
34,5,2,158.63,5,0
27,3,0,767.58,0,1
56,2,1,254.34,0,0
50,0,2,610.42,3,2
56,5,1,452.81,6,2
45,5,1,826.74,3,1
57,4,0,920.86,4,1
76,9,1,689.01,1,1
39,2,2,943.46,5,1
26,5,1,259.87,5,0
63,8,0,604.53,4,2
37,6,2,66.11,6,0
36,1,2,488.88,3,2
56,4,2,916.93,6,1
71,4,2,736.64,3,1
29,7,2,502.51,4,2
13,2,2,674.47,5,1
74,0,2,580.36,6,2
35,5,0,577.03,5,2
20,2,1,138.76,1,0
60,9,1,446.56,3,2
64,2,0,33.16,6,0
45,0,2,310.01,0,0
29,8,0,352.63,6,2
42,9,2,607.33,1,2
37,2,0,599.09,1,2
49,6,0,291.18,3,0
57,4,1,682.3,5,1
48,3,1,298.33,0,0
73,1,1,267.7,4,0
72,9,0,225.98,5,0
18,1,1,807.68,3,1
33,0,0,970.7,0,1
38,9,2,79.62,3,0
60,1,0,641.48,4,2
62,6,2,788.67,4,1
68,7,2,237.19,0,0
61,5,1,919.17,3,1
77,7,1,676.34,5,1
67,1,0,984.65,4,1
20,3,1,904.97,3,1
25,3,0,110.61,6,0
46,0,2,292.25,6,0
32,5,0,324.39,0,0
74,6,1,770.78,6,1
27,6,2,812.52,1,1
63,5,2,714.66,3,1
23,3,0,50.39,4,0
65,1,0,632.33,2,2
41,0,1,188.4,6,0
32,7,1,278.87,2,0
57,4,1,902.03,1,1
51,0,2,953.59,6,1
64,9,2,713.01,1,1
29,9,2,224.42,1,0
20,6,2,647.01,2,2
17,9,0,995.8,5,1
27,8,2,150.15,1,0
57,0,1,341.36,0,2
50,0,1,382.75,6,2
68,4,0,462.72,2,2
39,4,2,216.62,5,0
14,2,2,618.96,4,2
18,6,2,999.18,2,1
33,6,0,146.04,0,0
54,1,1,291.61,4,0
54,0,0,228.52,2,0
41,2,0,669.96,3,1
57,9,0,661.84,4,2
55,5,2,693.49,2,1
18,7,1,155.01,5,0
25,1,2,501.01,4,2
33,5,2,740.34,2,1
71,6,2,138.55,6,0
38,0,1,837.09,2,1
14,4,1,306.07,0,0
69,1,0,20.25,6,0
37,9,0,275.64,3,0
66,2,1,747.79,6,1
72,3,0,871.17,2,1
41,9,2,285.58,0,0
28,2,1,839.27,2,1
68,9,1,694.42,2,1
66,3,1,26.52,4,0
71,2,1,397.29,3,2
19,5,1,502.07,2,2
41,2,2,390.44,6,2
48,8,0,870.53,3,1
73,5,2,903.63,6,1
55,3,2,92.4,4,0
22,7,1,693.29,2,1
65,6,2,832.82,4,1
28,8,2,333.5,5,0
28,4,2,41.49,4,0
59,8,1,211.51,0,0
36,8,1,155.72,4,0
54,6,0,436.83,5,2
53,2,0,467.99,2,2
56,3,2,407.04,3,2
74,0,0,629.93,5,2
44,6,1,804.51,2,1
77,2,2,420.79,2,2
37,0,0,494.48,3,2
33,4,2,243.26,0,0
75,5,0,821.01,3,1
43,6,0,370.4,4,2
71,6,0,996.15,3,1
52,1,1,713.84,6,1
15,9,2,683.69,6,1
24,0,0,611.68,2,2
61,3,2,142.87,0,0
44,9,1,699.03,4,1
76,0,2,450.57,3,2
73,1,2,832.07,2,1
49,8,0,608.03,1,2
55,0,1,926.29,6,1
63,5,1,36.98,2,0
15,1,0,995.54,3,1
53,2,1,49.45,2,0
48,4,0,753.78,3,1
42,2,2,909.45,5,1
39,7,0,390.95,3,2
68,6,0,843.39,4,1
56,4,1,648.23,0,2
41,7,0,480.51,6,2
30,6,2,432.77,4,2
76,8,0,987.1,1,1
30,7,0,554.84,4,2
16,9,0,522.17,2,2
64,5,2,413.87,1,2
32,8,2,931.1,0,1
69,1,2,398.98,5,2
80,4,0,442.85,2,2
62,4,2,76.82,0,0
56,3,0,344.67,1,2
69,9,0,127.41,5,0
49,5,2,566.77,0,2
16,6,2,312.06,4,0
26,4,0,266.44,3,0
32,1,0,974.29,5,1
62,7,1,577.91,2,2
20,7,0,344.07,3,2
22,7,1,816.48,1,1
22,3,1,69.43,0,0
45,3,1,264.03,3,0
65,9,1,209.87,3,0
47,2,2,760.39,2,1
33,9,1,35.77,5,0
73,6,1,312.56,3,0
57,0,2,191.07,1,0
13,7,1,347.59,0,2
28,3,2,564.16,2,2
37,8,2,742.55,5,1
54,5,1,14.06,2,0
66,2,0,217.54,1,0
70,0,2,705.62,5,1
17,2,0,785.18,6,1
25,2,2,179.88,2,0
64,3,0,772.25,6,1
75,4,1,762.08,1,1
60,2,2,732.27,5,1
37,6,2,672.27,2,1
58,9,1,573.65,2,2
14,1,0,210.34,5,0
74,9,1,975.17,5,1
58,0,1,611.06,2,2
44,4,0,481.75,2,2
28,4,2,840.19,6,1
26,0,2,868.65,3,1
31,9,1,167.06,4,0
59,8,2,455.02,5,2
19,3,0,415.12,6,2
52,4,1,745.34,0,1
59,3,2,638.38,6,2
38,7,1,984.32,4,1
70,1,0,605.87,1,2
58,6,2,613.83,6,2
33,9,2,644.66,5,2
15,2,2,296.84,5,0
58,0,2,283.9,5,0
47,6,1,264.34,6,0
57,1,2,657.12,1,2
18,7,1,335.53,4,2
25,9,0,702.2,3,1
59,0,2,448.29,3,2
49,6,1,197.51,6,0
21,5,0,942.59,0,1
16,8,2,530.39,3,2
31,2,1,348.65,1,2
70,4,0,416.7,3,2
47,8,0,179.5,1,0
24,2,0,791.13,6,1
75,7,1,850.55,2,1
80,9,0,26.88,5,0
46,5,2,178.22,3,0
59,0,2,104.13,5,0
28,5,2,534.49,1,2
77,8,0,437.51,2,2
79,6,0,202.87,4,0
45,7,2,215.43,4,0
34,6,0,66.2,6,0
34,2,0,268.53,6,0
27,4,2,242.15,1,0
57,2,1,531.85,2,2
65,1,1,633.37,6,2
29,2,1,782.53,1,1
37,6,1,697.55,3,1
56,3,0,378.68,6,2
26,9,1,593.9,3,2
48,6,0,936.86,2,1
13,8,2,466.4,2,2
19,8,1,689.94,4,1
69,3,2,204.03,0,0
21,3,0,297.9,3,0
44,6,1,193.3,4,0
71,1,0,548.79,4,2
28,9,2,305.0,5,0
48,0,2,117.49,5,0
55,2,2,211.13,5,0
15,6,2,387.37,5,2
19,5,1,630.53,6,2
27,5,1,463.01,0,2
58,1,0,33.58,3,0
53,7,1,357.0,0,2
37,2,0,935.57,2,1
58,5,2,121.6,4,0
49,2,0,620.29,5,2
26,3,0,761.6,4,1
45,2,1,660.06,1,2
61,0,1,287.2,2,0
48,4,0,25.57,0,0
43,2,1,921.23,4,1
72,2,1,361.19,0,2
31,3,2,558.07,4,2
35,3,2,378.13,0,2
51,5,1,157.69,0,0
47,5,2,221.41,5,0
50,8,1,622.36,3,2
25,4,2,40.93,2,0
32,3,1,60.07,6,0
63,1,1,961.65,1,1
27,2,2,812.53,2,1
73,2,2,767.73,1,1
63,4,2,336.86,0,2
55,9,1,303.48,5,0
58,8,2,216.29,1,0
44,7,2,659.37,5,2
36,1,2,968.36,2,1
23,9,2,464.98,1,2
55,3,2,795.88,1,1
75,6,2,434.55,6,2
53,8,2,479.86,6,2
23,0,0,468.82,0,2
72,2,2,637.89,5,2
69,6,2,65.56,3,0
57,5,0,950.7,4,1
14,5,2,22.09,3,0
69,1,2,244.92,1,0
74,6,0,809.03,3,1
67,8,2,386.59,4,2
24,5,0,598.49,2,2
71,1,0,962.64,1,1
41,4,0,883.36,6,1
64,4,0,21.11,6,0
16,8,0,323.87,0,0
37,4,1,383.56,1,2
44,0,0,188.51,4,0
51,5,1,12.47,1,0
15,0,0,789.4,0,1
20,0,1,387.45,0,2
63,2,2,114.4,0,0
47,2,2,452.44,3,2
48,1,1,760.73,6,1
67,9,1,345.59,4,2
39,2,1,944.77,0,1
55,1,0,903.8,5,1
34,7,0,91.68,3,0
64,9,2,373.91,0,2
74,9,1,398.88,0,2
66,7,2,859.92,3,1
79,8,0,998.68,1,1
67,1,1,211.95,0,0
75,0,1,761.84,4,1
35,5,2,782.3,2,1
25,1,0,370.88,5,2
34,7,2,691.36,0,1
62,3,1,996.1,0,1
69,2,0,903.55,4,1
70,9,2,639.74,6,2
52,8,2,826.27,2,1
73,8,1,618.44,6,2
52,0,1,324.5,6,0
53,1,0,116.67,6,0
64,9,2,931.55,0,1
59,9,2,252.91,6,0
54,8,0,417.24,2,2
48,8,0,121.43,1,0
62,1,1,949.8,4,1
69,4,2,847.01,6,1
29,7,2,134.63,0,0
29,2,2,255.55,3,0
42,9,0,581.6,0,2
80,0,0,947.62,0,1
25,8,2,231.44,1,0
74,8,1,426.36,2,2
59,5,0,260.04,6,0
68,2,1,935.56,3,1
78,9,1,330.54,4,0
32,7,0,661.19,2,2
44,0,2,2.68,6,0
67,2,2,342.02,2,2
30,7,1,667.99,5,1
34,6,1,489.07,5,2
44,6,2,156.98,1,0
41,3,1,215.3,0,0
75,9,0,698.64,6,1
55,9,2,210.69,5,0
71,9,0,894.56,6,1
18,5,0,81.2,6,0
13,6,1,53.2,6,0
14,0,0,735.87,4,1
18,8,1,129.32,4,0
25,6,2,414.37,2,2
40,2,0,521.73,1,2
71,6,1,613.48,5,2
36,7,1,555.73,1,2
27,5,2,46.87,2,0
43,5,0,989.79,4,1
48,2,0,187.61,1,0
57,3,1,945.26,4,1
67,6,0,693.95,4,1
17,1,0,731.08,5,1
65,9,2,264.35,1,0
22,9,0,146.28,1,0
63,1,0,146.4,0,0
22,7,1,138.28,3,0
29,7,0,132.22,1,0
19,4,1,175.74,1,0
46,1,0,408.07,5,2
45,1,2,690.24,4,1
39,3,0,199.76,1,0
18,6,1,757.23,3,1
68,9,0,280.76,1,0
46,5,1,570.01,3,2
61,6,1,401.41,4,2
65,9,1,540.05,3,2
66,7,1,583.82,5,2
46,4,1,774.73,5,1
80,7,1,609.36,1,2
77,2,2,823.39,4,1
20,7,0,486.49,2,2
26,0,0,58.5,3,0
36,3,0,701.32,4,1
77,4,2,91.51,4,0
28,1,0,314.78,4,0
74,9,0,544.98,3,2
47,0,1,792.04,4,1
43,7,0,695.22,1,1
34,7,2,549.25,4,2
19,1,0,48.03,6,0
26,1,0,331.43,4,0
72,3,2,751.36,4,1
26,4,1,216.19,4,0
80,9,0,904.21,2,1
62,2,0,346.08,0,2
45,2,0,698.77,0,1
50,8,2,401.62,1,2
74,7,1,971.81,2,1
23,6,1,275.6,5,0
75,5,0,693.07,0,1
42,3,0,953.97,5,1
38,9,2,749.72,5,1
39,9,2,163.78,5,0
45,1,0,654.95,4,2
74,1,2,123.38,0,0
77,0,1,170.25,3,0
79,3,2,712.14,6,1
64,0,0,676.29,5,1
21,5,1,474.37,5,2
79,8,2,222.42,5,0
45,0,2,673.38,1,1
22,6,0,904.6,0,1
44,3,1,712.48,5,1
46,5,2,592.38,1,2
79,0,2,283.18,5,0
21,6,0,210.71,4,0
72,5,2,403.13,6,2
54,3,2,529.12,2,2
61,8,2,431.31,3,2
72,4,1,707.38,0,1
24,7,1,9.63,1,0
68,0,0,73.29,5,0
49,3,0,712.68,5,1
71,8,1,384.04,6,2
50,9,0,329.83,3,0
59,4,2,480.33,5,2
21,6,1,250.15,3,0
68,1,2,542.8,5,2
30,9,0,505.47,2,2
51,4,2,82.11,6,0
63,3,2,782.38,3,1
15,2,2,406.58,0,2
43,7,0,904.13,0,1
38,3,1,597.63,6,2
20,8,0,441.92,1,2
51,0,0,186.8,5,0
48,5,2,420.94,5,2
76,9,0,508.32,4,2
16,4,0,962.92,2,1
41,4,2,961.91,3,1
67,8,2,226.36,4,0
48,1,2,871.08,0,1
29,4,0,787.3,5,1
65,0,1,714.55,5,1
71,1,0,766.2,6,1
61,0,1,616.22,2,2
64,0,1,915.53,4,1
42,6,0,302.58,1,0
71,7,2,123.45,6,0
42,6,2,605.19,2,2
34,5,1,200.07,5,0
54,1,2,205.73,3,0
65,5,0,289.03,5,0
72,1,2,765.7,5,1
17,0,1,76.36,3,0
72,5,2,677.21,3,1
28,0,2,588.06,1,2
18,1,2,262.11,6,0
18,3,2,566.97,6,2
79,9,1,405.89,0,2
53,9,0,388.69,1,2
61,6,2,313.19,6,0
46,6,0,254.16,1,0
42,8,0,690.81,5,1
36,3,0,358.36,1,2
70,6,2,563.83,0,2
45,5,1,801.38,0,1
31,2,1,179.57,3,0
23,4,0,197.84,0,0
24,2,1,602.31,0,2
71,2,0,162.64,6,0
67,0,0,784.55,6,1
39,4,0,120.5,2,0
56,2,2,335.13,5,2
77,7,1,585.42,5,2
62,9,2,889.36,1,1
79,9,0,701.11,3,1
28,3,0,409.35,3,2
75,4,2,798.62,0,1
41,7,1,546.78,2,2
53,8,0,954.7,1,1
64,4,2,966.66,1,1
62,5,2,842.64,0,1
62,9,1,279.77,3,0
17,9,0,857.9,5,1
41,6,0,938.83,0,1
22,2,0,318.86,4,0
25,7,0,125.01,0,0
42,8,1,470.84,6,2
37,5,1,121.33,4,0
25,1,0,249.41,2,0
35,8,0,187.71,6,0
58,5,1,719.41,6,1
39,3,2,649.43,6,2
15,3,2,665.65,0,1
43,1,0,540.07,4,2
32,8,2,95.86,1,0
70,3,0,429.03,0,2
35,0,2,384.67,3,2
66,0,1,432.61,3,2
16,9,2,441.92,2,2
17,2,0,418.27,2,2
37,6,0,673.09,0,1
25,4,0,56.98,0,0
77,8,1,271.05,0,0
31,5,0,130.25,1,0
60,7,0,335.87,2,2
73,5,1,329.78,4,0
29,4,0,973.35,0,1
18,7,1,850.28,3,1
46,4,0,202.39,6,0
79,2,2,162.03,4,0
24,6,2,501.06,6,2
46,7,0,193.16,6,0
68,7,0,995.55,3,1
60,0,0,387.86,6,2
47,6,0,415.93,3,2
49,9,0,160.47,1,0
60,7,2,7.54,6,0
30,5,2,118.0,1,0
33,4,2,190.88,4,0
40,3,0,463.44,5,2
34,4,0,671.22,5,1
42,9,0,633.17,2,2
59,4,1,348.45,0,2
48,3,1,593.59,2,2
23,6,2,334.75,0,2
52,0,0,337.54,3,2
18,0,0,302.56,6,0
68,8,0,142.31,5,0
74,0,0,542.19,5,2
52,0,2,300.19,6,0
26,8,0,564.3,1,2
68,3,1,570.55,1,2
34,6,0,671.22,2,1
80,7,2,623.69,5,2
21,4,2,469.35,0,2
14,4,2,415.8,1,2
77,3,1,776.72,0,1
70,5,0,721.73,4,1
22,7,2,326.73,4,0
79,2,2,460.59,0,2
27,3,0,468.48,3,2
74,6,2,347.35,2,2
31,8,1,95.7,3,0
49,8,1,874.06,5,1
78,4,2,391.17,0,2
66,0,1,359.04,6,2
74,2,0,533.6,2,2
80,8,2,993.29,4,1
47,7,2,89.64,4,0
25,2,0,853.92,2,1
24,7,2,502.57,3,2
35,4,0,910.23,6,1
36,1,2,45.21,6,0
71,5,2,248.71,4,0
17,1,1,957.51,3,1
32,4,0,983.32,1,1
56,8,2,133.31,2,0
41,7,2,250.97,6,0
14,1,2,12.79,0,0
76,7,0,445.82,2,2
35,2,0,710.38,2,1
34,1,2,751.39,0,1
39,4,0,392.14,3,2
39,5,0,659.86,5,2
49,1,2,216.61,4,0
32,3,0,884.42,4,1
69,7,1,934.46,4,1
35,3,1,122.22,5,0
36,5,2,0.31,6,0
35,5,0,539.42,1,2
76,4,1,795.46,1,1
63,3,0,284.42,6,0
79,2,1,536.23,2,2
29,6,1,590.94,1,2
28,5,2,298.3,2,0
70,3,0,77.94,5,0
74,6,2,936.08,5,1
35,0,2,991.58,6,1
19,6,1,487.97,0,2
80,0,0,769.67,0,1
56,9,0,517.71,1,2
37,1,0,678.21,4,1
72,6,0,408.22,2,2
62,2,2,276.28,2,0
18,5,2,353.45,4,2
55,6,2,75.04,2,0
20,3,1,591.04,2,2
19,5,0,736.22,2,1
46,5,2,29.52,1,0
25,3,2,750.46,0,1
52,7,1,181.97,3,0
31,8,0,1.81,2,0
25,2,0,351.43,6,2
28,9,0,484.3,1,2
26,8,2,120.89,5,0
33,2,1,844.04,2,1
26,1,2,493.25,5,2
42,2,0,942.88,0,1
29,2,1,617.12,6,2
55,0,2,619.57,2,2
62,1,0,400.08,4,2
37,6,2,680.11,2,1
39,1,2,973.38,4,1
17,6,2,146.66,2,0
43,0,2,159.52,4,0
79,3,2,436.85,4,2
15,1,1,20.84,2,0
49,3,1,228.83,0,0
24,1,2,41.41,4,0
38,0,0,88.84,6,0
76,3,1,906.39,1,1
42,9,2,700.2,3,1
31,9,1,538.73,2,2
33,5,0,463.35,2,2
34,9,0,647.45,4,2
55,7,2,442.89,1,2
43,4,1,501.64,5,2
34,1,2,730.44,6,1
77,7,2,52.1,1,0
17,8,1,529.17,3,2
53,9,2,32.39,6,0
36,4,2,174.79,2,0
49,1,2,781.85,4,1
79,5,1,462.08,3,2
65,5,1,644.93,0,2
16,6,2,541.13,6,2
16,5,1,834.93,5,1
34,6,2,800.28,2,1
13,7,2,133.01,1,0
16,4,1,957.26,4,1
61,3,2,782.35,0,1
63,5,2,884.48,4,1
53,0,1,213.85,4,0
70,1,1,736.19,1,1
30,5,1,411.89,3,2
44,9,2,97.75,2,0
36,6,0,127.68,5,0
21,6,2,877.41,2,1
31,7,1,712.87,5,1
20,8,1,853.9,3,1
48,6,2,880.4,1,1
33,8,1,1.37,1,0
66,1,1,375.55,4,2
79,6,2,746.87,6,1
22,7,2,361.01,0,2
48,4,2,419.52,4,2
14,9,0,895.45,0,1
35,9,2,426.4,4,2
69,3,1,121.55,4,0
46,2,1,689.53,6,1
41,9,0,212.37,3,0
53,4,0,841.5,6,1
22,9,0,81.08,4,0
38,4,2,108.44,0,0
38,3,2,471.32,1,2
29,8,0,554.77,5,2
55,8,1,533.93,5,2
22,8,1,203.91,3,0
42,8,1,992.17,2,1
80,0,1,282.84,1,0
68,2,1,902.33,0,1
19,7,1,176.43,0,0
36,7,2,872.64,0,1
50,4,2,339.74,6,2
48,2,0,644.16,0,2
41,8,1,50.06,5,0
56,0,1,551.1,0,2
49,8,2,288.07,1,0
19,0,0,117.82,2,0
16,1,1,531.27,1,2
67,1,1,190.91,0,0
24,4,2,154.85,1,0
34,8,2,24.05,6,0
21,8,2,768.82,3,1
67,2,0,680.36,3,1
78,2,1,739.58,0,1
57,3,0,990.76,3,1
71,2,0,853.28,5,1
21,9,0,508.57,2,2
25,0,1,800.35,1,1
29,6,2,678.75,3,1
54,1,2,223.66,3,0
26,7,1,413.52,3,2
77,0,1,849.04,0,1
16,5,0,71.09,4,0
17,0,2,727.94,1,1
49,5,1,728.5,6,1
53,9,2,234.64,2,0
58,3,1,459.56,5,2
79,9,0,10.08,4,0
66,7,2,54.84,1,0
26,4,2,806.72,4,1
24,1,2,78.43,5,0
73,0,1,760.62,4,1
62,1,0,479.83,5,2
29,7,0,527.65,2,2
48,6,0,701.48,0,1
63,0,0,473.99,0,2
57,7,1,279.77,5,0
44,4,0,591.3,5,2
31,2,0,752.21,5,1
36,4,0,306.11,6,0
37,1,1,737.49,4,1
24,6,1,900.22,6,1
49,0,2,497.73,4,2
20,1,1,181.48,5,0
23,8,0,602.0,6,2
23,0,0,864.35,5,1
80,2,0,344.64,6,2
25,4,0,246.46,0,0
61,6,2,83.39,5,0
34,7,1,442.45,5,2
57,6,0,135.64,3,0
30,6,0,41.48,1,0
29,4,2,978.21,1,1
42,6,1,308.72,2,0
71,5,1,555.5,5,2
22,6,1,280.0,6,0
67,3,0,827.23,2,1
76,3,2,99.57,2,0
22,3,2,684.92,5,1
73,4,0,618.27,3,2
75,6,2,518.72,6,2
49,4,1,0.74,5,0
49,4,0,106.84,5,0
79,8,0,205.98,4,0
61,8,2,140.8,0,0
49,7,1,545.27,6,2
42,5,2,624.69,2,2
47,0,2,334.93,0,2
54,8,0,21.84,2,0
16,0,0,624.5,3,2
59,6,1,523.53,0,2
41,1,0,312.82,0,0
70,1,1,56.56,5,0
57,0,0,313.14,4,0
46,9,1,454.97,1,2
31,2,1,993.62,3,1
67,5,2,263.81,3,0
27,3,0,966.47,2,1
78,3,2,839.42,4,1
30,3,2,756.45,2,1
15,8,1,554.05,3,2
14,4,1,79.01,2,0
64,3,1,260.04,3,0
14,7,2,901.45,5,1
61,1,1,184.22,0,0
64,5,1,846.63,4,1
26,3,0,658.49,5,2
80,7,0,386.8,6,2
14,2,0,757.26,6,1
71,2,2,632.48,4,2
58,9,0,390.0,5,2
21,0,1,536.76,0,2
46,9,0,522.1,3,2
16,4,0,446.42,1,2
39,0,1,485.04,4,2
78,4,2,444.05,1,2
19,6,0,916.38,4,1
29,6,2,996.98,3,1
16,6,1,175.35,6,0
31,5,2,531.38,4,2
20,8,1,788.58,2,1
53,9,0,414.63,3,2
